material_id,formula,metal,x_fraction,mean_eneg,mean_radius,max_oxid,formation_energy_per_atom
mp-25199,VO2,V,0.3333,1.63,1.35,5.0,
mp-25283,VO2,V,0.3333,1.63,1.35,5.0,
mp-2739064,VO2,V,0.3333,1.63,1.35,5.0,
mp-541404,VO2,V,0.3333,1.63,1.35,5.0,
mp-547074,VO2,V,0.3333,1.63,1.35,5.0,
mp-559445,VO2,V,0.3333,1.63,1.35,5.0,
mp-566801,VO2,V,0.3333,1.63,1.35,5.0,
mp-634430,VO2,V,0.3333,1.63,1.35,5.0,
mp-636746,VO2,V,0.3333,1.63,1.35,5.0,
mp-714931,VO2,V,0.3333,1.63,1.35,5.0,
mp-714944,VO2,V,0.3333,1.63,1.35,5.0,
mp-714960,VO2,V,0.3333,1.63,1.35,5.0,
mp-715035,VO2,V,0.3333,1.63,1.35,5.0,
mp-715517,VO2,V,0.3333,1.63,1.35,5.0,
mp-715553,VO2,V,0.3333,1.63,1.35,5.0,
mp-755394,VO2,V,0.3333,1.63,1.35,5.0,
mp-755411,VO2,V,0.3333,1.63,1.35,5.0,
mp-777469,VO2,V,0.3333,1.63,1.35,5.0,
mp-777479,VO2,V,0.3333,1.63,1.35,5.0,
mp-849511,VO2,V,0.3333,1.63,1.35,5.0,
mp-1178867,VO3,V,0.25,1.63,1.35,5.0,
mp-1207792,VO3,V,0.25,1.63,1.35,5.0,
mp-1208572,VO3,V,0.25,1.63,1.35,5.0,
mp-826024,VO3,V,0.25,1.63,1.35,5.0,
mp-780521,Cr19O48,Cr,0.2836,1.66,1.4,6.0,
mp-850874,Cr19O48,Cr,0.2836,1.66,1.4,6.0,
mp-1206821,Cr2O,Cr,0.6667,1.66,1.4,6.0,
mp-1043379,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1181863,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1244912,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1244988,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1245064,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1245091,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1245208,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1245247,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1245257,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1245327,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-19399,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-753829,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-755749,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-776873,Cr2O3,Cr,0.4,1.66,1.4,6.0,
mp-1043300,Cr2O5,Cr,0.2857,1.66,1.4,6.0,
mp-1397432,Cr2O5,Cr,0.2857,1.66,1.4,6.0,
mp-1402326,Cr2O5,Cr,0.2857,1.66,1.4,6.0,
mp-776160,Cr2O5,Cr,0.2857,1.66,1.4,6.0,
mp-20609,Cr3O,Cr,0.75,1.66,1.4,6.0,
mp-714896,Cr3O,Cr,0.75,1.66,1.4,6.0,
mp-1310867,Cr3O4,Cr,0.4286,1.66,1.4,6.0,
mp-756253,Cr3O4,Cr,0.4286,1.66,1.4,6.0,
mp-1096920,Cr3O5,Cr,0.375,1.66,1.4,6.0,
mp-1044455,Cr3O7,Cr,0.3,1.66,1.4,6.0,
mp-1043013,Cr3O8,Cr,0.2727,1.66,1.4,6.0,
mp-1388338,Cr3O8,Cr,0.2727,1.66,1.4,6.0,
mp-2220540,Cr3O8,Cr,0.2727,1.66,1.4,6.0,
mp-545771,Cr3O8,Cr,0.2727,1.66,1.4,6.0,
mp-545796,Cr3O8,Cr,0.2727,1.66,1.4,6.0,
mp-754874,Cr3O8,Cr,0.2727,1.66,1.4,6.0,
mp-1198417,Cr4O15,Cr,0.2105,1.66,1.4,6.0,
mp-1041443,Cr4O9,Cr,0.3077,1.66,1.4,6.0,
mp-13869,Cr5O12,Cr,0.2941,1.66,1.4,6.0,
mp-773920,Cr5O12,Cr,0.2941,1.66,1.4,6.0,
mp-1046050,Cr5O7,Cr,0.4167,1.66,1.4,6.0,
mp-1213798,Cr6O11,Cr,0.3529,1.66,1.4,6.0,
mp-1181818,Cr8O21,Cr,0.2759,1.66,1.4,6.0,
mp-1396459,Cr8O21,Cr,0.2759,1.66,1.4,6.0,
mp-558855,Cr8O21,Cr,0.2759,1.66,1.4,6.0,
mp-689946,Cr8O21,Cr,0.2759,1.66,1.4,6.0,
mp-1045826,Cr9O13,Cr,0.4091,1.66,1.4,6.0,
mp-1178414,CrO,Cr,0.5,1.66,1.4,6.0,
mp-1178416,CrO,Cr,0.5,1.66,1.4,6.0,
mp-1272524,CrO,Cr,0.5,1.66,1.4,6.0,
mp-1273363,CrO,Cr,0.5,1.66,1.4,6.0,
mp-1283577,CrO,Cr,0.5,1.66,1.4,6.0,
mp-1302566,CrO,Cr,0.5,1.66,1.4,6.0,
mp-19091,CrO,Cr,0.5,1.66,1.4,6.0,
mp-2039648,CrO,Cr,0.5,1.66,1.4,6.0,
mp-754983,CrO,Cr,0.5,1.66,1.4,6.0,
mp-755073,CrO,Cr,0.5,1.66,1.4,6.0,
mp-755286,CrO,Cr,0.5,1.66,1.4,6.0,
mp-1009555,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1040967,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1041961,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1044871,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1047121,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1047643,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1102170,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1102412,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1181747,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1281333,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1349242,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1358572,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1388847,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1389152,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1394584,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1399565,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1400837,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1421109,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1446026,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-19177,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-21395,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-2214915,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-25302,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-714929,CrO2,Cr,0.3333,1.66,1.4,6.0,
mp-1330490,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-1387606,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-1389926,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-1429856,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-510421,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-715566,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-753740,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-755211,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-756041,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-772550,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-778667,CrO3,Cr,0.25,1.66,1.4,6.0,
mp-776603,Mn15O32,Mn,0.3191,1.55,1.4,7.0,
mp-867971,Mn15O32,Mn,0.3191,1.55,1.4,7.0,
mp-1222372,Mn20O43,Mn,0.3175,1.55,1.4,7.0,
mp-766493,Mn21O40,Mn,0.3443,1.55,1.4,7.0,
mp-849596,Mn21O40,Mn,0.3443,1.55,1.4,7.0,
mp-1043363,Mn2O3,Mn,0.4,1.55,1.4,7.0,
mp-1172875,Mn2O3,Mn,0.4,1.55,1.4,7.0,
mp-1182678,Mn2O3,Mn,0.4,1.55,1.4,7.0,
mp-1203190,Mn2O3,Mn,0.4,1.55,1.4,7.0,
mp-1204718,Mn2O3,Mn,0.4,1.55,1.4,7.0,
mp-1303934,Mn2O3,Mn,0.4,1.55,1.4,7.0,
mp-1306224,Mn2O3,Mn,0.4,1.55,1.4,7.0,
mp-1349371,Mn2O3,Mn,0.4,1.55,1.4,7.0,
mp-510604,Mn2O3,Mn,0.4,1.55,1.4,7.0,
mp-565203,Mn2O3,Mn,0.4,1.55,1.4,7.0,
mp-770543,Mn2O3,Mn,0.4,1.55,1.4,7.0,
mp-771717,Mn2O3,Mn,0.4,1.55,1.4,7.0,
mp-778470,Mn2O3,Mn,0.4,1.55,1.4,7.0,
mp-1104282,Mn2O5,Mn,0.2857,1.55,1.4,7.0,
mp-28338,Mn2O7,Mn,0.2222,1.55,1.4,7.0,
mp-1180464,Mn3O4,Mn,0.4286,1.55,1.4,7.0,
mp-1180876,Mn3O4,Mn,0.4286,1.55,1.4,7.0,
mp-1193728,Mn3O4,Mn,0.4286,1.55,1.4,7.0,
mp-1194100,Mn3O4,Mn,0.4286,1.55,1.4,7.0,
mp-1279995,Mn3O4,Mn,0.4286,1.55,1.4,7.0,
mp-18759,Mn3O4,Mn,0.4286,1.55,1.4,7.0,
mp-20141,Mn3O4,Mn,0.4286,1.55,1.4,7.0,
mp-638270,Mn3O4,Mn,0.4286,1.55,1.4,7.0,
mp-1046066,Mn5O7,Mn,0.4167,1.55,1.4,7.0,
mp-18922,Mn5O8,Mn,0.3846,1.55,1.4,7.0,
mp-752536,Mn5O8,Mn,0.3846,1.55,1.4,7.0,
mp-754430,Mn7O12,Mn,0.3684,1.55,1.4,7.0,
mp-1221945,Mn8O17,Mn,0.32,1.55,1.4,7.0,
mp-1045833,Mn9O13,Mn,0.4091,1.55,1.4,7.0,
mp-1232659,MnO,Mn,0.5,1.55,1.4,7.0,
mp-1238773,MnO,Mn,0.5,1.55,1.4,7.0,
mp-1238899,MnO,Mn,0.5,1.55,1.4,7.0,
mp-19006,MnO,Mn,0.5,1.55,1.4,7.0,
mp-2831286,MnO,Mn,0.5,1.55,1.4,7.0,
mp-999539,MnO,Mn,0.5,1.55,1.4,7.0,
mp-1041066,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-1221542,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-1221574,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-1271850,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-1272141,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-1350912,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-1354190,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-1354468,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-1371977,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-1407587,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-19326,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-19395,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-25223,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-25275,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-25424,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-33009,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-510408,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-510732,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-644514,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-705430,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-755489,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-755671,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-796077,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-796336,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-796340,MnO2,Mn,0.3333,1.55,1.4,7.0,
mp-1086672,MnO3,Mn,0.25,1.55,1.4,7.0,
mp-1221594,MnO4,Mn,0.2,1.55,1.4,7.0,
mp-705555,Fe10O11,Fe,0.4762,1.83,1.4,3.0,
mp-759504,Fe10O11,Fe,0.4762,1.83,1.4,3.0,
mp-799417,Fe10O11,Fe,0.4762,1.83,1.4,3.0,
mp-705417,Fe11O12,Fe,0.4783,1.83,1.4,3.0,
mp-764326,Fe12O13,Fe,0.48,1.83,1.4,3.0,
mp-705414,Fe13O14,Fe,0.4815,1.83,1.4,3.0,
mp-756693,Fe13O15,Fe,0.4643,1.83,1.4,3.0,
mp-1195927,Fe13O19,Fe,0.4062,1.83,1.4,3.0,
mp-764417,Fe14O15,Fe,0.4828,1.83,1.4,3.0,
mp-1224936,Fe15O16,Fe,0.4839,1.83,1.4,3.0,
mp-705551,Fe15O16,Fe,0.4839,1.83,1.4,3.0,
mp-705424,Fe17O18,Fe,0.4857,1.83,1.4,3.0,
mp-706875,Fe21O23,Fe,0.4773,1.83,1.4,3.0,
mp-530048,Fe21O32,Fe,0.3962,1.83,1.4,3.0,
mp-705553,Fe23O25,Fe,0.4792,1.83,1.4,3.0,
mp-774295,Fe23O32,Fe,0.4182,1.83,1.4,3.0,
mp-776135,Fe23O32,Fe,0.4182,1.83,1.4,3.0,
mp-1194978,Fe25O32,Fe,0.4386,1.83,1.4,3.0,
mp-1068212,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-1078361,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-1178392,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-1181824,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-1205415,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-1244869,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-1244911,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-1245019,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-1245078,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-1245084,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-1245154,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-1245277,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-1356129,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-1378486,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-1456,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-19770,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-510080,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-542896,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-557546,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-565814,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-685153,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-705547,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-715276,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-715572,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-716814,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-776606,Fe2O3,Fe,0.4,1.83,1.4,3.0,
mp-1147691,Fe2O5,Fe,0.2857,1.83,1.4,3.0,
mp-863766,Fe32O35,Fe,0.4776,1.83,1.4,3.0,
mp-694910,Fe35O36,Fe,0.493,1.83,1.4,3.0,
mp-705753,Fe38O39,Fe,0.4935,1.83,1.4,3.0,
mp-1184320,Fe3O,Fe,0.75,1.83,1.4,3.0,
mp-1104628,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-1181340,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-1181546,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-1181570,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-1181657,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-1181813,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-1182229,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-1182249,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-1185276,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-1192788,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-1271729,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-1271821,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-1271978,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-1379262,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-18731,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-19306,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-2903347,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-31770,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-505595,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-510252,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-611817,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-612405,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-650112,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-705416,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-715275,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-715438,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-715558,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-715614,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-715811,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-716052,Fe3O4,Fe,0.4286,1.83,1.4,3.0,
mp-757565,Fe41O56,Fe,0.4227,1.83,1.4,3.0,
mp-530050,Fe43O64,Fe,0.4019,1.83,1.4,3.0,
mp-1181334,Fe4O13,Fe,0.2353,1.83,1.4,3.0,
mp-1181411,Fe4O13,Fe,0.2353,1.83,1.4,3.0,
mp-1188678,Fe4O5,Fe,0.4444,1.83,1.4,3.0,
mp-1095382,Fe5O7,Fe,0.4167,1.83,1.4,3.0,
mp-1326275,Fe5O7,Fe,0.4167,1.83,1.4,3.0,
mp-1225001,Fe5O8,Fe,0.3846,1.83,1.4,3.0,-1.456271
mp-1225007,Fe5O8,Fe,0.3846,1.83,1.4,3.0,
mp-510746,Fe5O8,Fe,0.3846,1.83,1.4,3.0,
mp-32939,Fe7O8,Fe,0.4667,1.83,1.4,3.0,
mp-715333,Fe7O8,Fe,0.4667,1.83,1.4,3.0,
mp-705558,Fe7O9,Fe,0.4375,1.83,1.4,3.0,
mp-1182503,Fe8O17,Fe,0.32,1.83,1.4,3.0,
mp-705588,Fe8O9,Fe,0.4706,1.83,1.4,3.0,
mp-763787,Fe8O9,Fe,0.4706,1.83,1.4,3.0,
mp-759037,Fe9O10,Fe,0.4737,1.83,1.4,3.0,
mp-1342828,Fe9O13,Fe,0.4091,1.83,1.4,3.0,
mp-1178232,FeO,Fe,0.5,1.83,1.4,3.0,
mp-1178239,FeO,Fe,0.5,1.83,1.4,3.0,
mp-1178247,FeO,Fe,0.5,1.83,1.4,3.0,
mp-1181437,FeO,Fe,0.5,1.83,1.4,3.0,
mp-1244983,FeO,Fe,0.5,1.83,1.4,3.0,
mp-1245001,FeO,Fe,0.5,1.83,1.4,3.0,
mp-1245168,FeO,Fe,0.5,1.83,1.4,3.0,
mp-1274279,FeO,Fe,0.5,1.83,1.4,3.0,
mp-1283030,FeO,Fe,0.5,1.83,1.4,3.0,
mp-18905,FeO,Fe,0.5,1.83,1.4,3.0,
mp-1974703,FeO,Fe,0.5,1.83,1.4,3.0,
mp-2767639,FeO,Fe,0.5,1.83,1.4,3.0,
mp-715262,FeO,Fe,0.5,1.83,1.4,3.0,
mp-753682,FeO,Fe,0.5,1.83,1.4,3.0,
mp-754765,FeO,Fe,0.5,1.83,1.4,3.0,
mp-755189,FeO,Fe,0.5,1.83,1.4,3.0,
mp-756436,FeO,Fe,0.5,1.83,1.4,3.0,
mp-849689,FeO,Fe,0.5,1.83,1.4,3.0,
mp-1047285,FeO2,Fe,0.3333,1.83,1.4,3.0,
mp-1062652,FeO2,Fe,0.3333,1.83,1.4,3.0,
mp-1097003,FeO2,Fe,0.3333,1.83,1.4,3.0,
mp-1181766,FeO2,Fe,0.3333,1.83,1.4,3.0,
mp-1205429,FeO2,Fe,0.3333,1.83,1.4,3.0,
mp-1350825,FeO2,Fe,0.3333,1.83,1.4,3.0,
mp-1354450,FeO2,Fe,0.3333,1.83,1.4,3.0,
mp-1355192,FeO2,Fe,0.3333,1.83,1.4,3.0,
mp-1355579,FeO2,Fe,0.3333,1.83,1.4,3.0,
mp-1359196,FeO2,Fe,0.3333,1.83,1.4,3.0,
mp-1384466,FeO2,Fe,0.3333,1.83,1.4,3.0,
mp-1387762,FeO2,Fe,0.3333,1.83,1.4,3.0,
mp-1395285,FeO2,Fe,0.3333,1.83,1.4,3.0,
mp-1412685,FeO2,Fe,0.3333,1.83,1.4,3.0,
mp-1431292,FeO2,Fe,0.3333,1.83,1.4,3.0,
mp-1443203,FeO2,Fe,0.3333,1.83,1.4,3.0,
