material_id,formula,metal,x_fraction,mean_eneg,mean_radius,max_oxid,formation_energy_per_atom
mp-1393075,MoO3,Mo,0.25,2.16,1.45,6.0,
mp-1396061,MoO3,Mo,0.25,2.16,1.45,6.0,
mp-1445089,MoO3,Mo,0.25,2.16,1.45,6.0,
mp-18856,MoO3,Mo,0.25,2.16,1.45,6.0,
mp-20589,MoO3,Mo,0.25,2.16,1.45,6.0,
mp-2704783,MoO3,Mo,0.25,2.16,1.45,6.0,
mp-562561,MoO3,Mo,0.25,2.16,1.45,6.0,
mp-685156,MoO3,Mo,0.25,2.16,1.45,6.0,
mp-715474,MoO3,Mo,0.25,2.16,1.45,6.0,
mp-715574,MoO3,Mo,0.25,2.16,1.45,6.0,
mp-715584,MoO3,Mo,0.25,2.16,1.45,6.0,
mp-796276,MoO3,Mo,0.25,2.16,1.45,6.0,
mp-1180203,MoO4,Mo,0.2,2.16,1.45,6.0,
mp-1206498,MoO4,Mo,0.2,2.16,1.45,6.0,
mp-1221467,MoO4,Mo,0.2,2.16,1.45,6.0,
mp-1300873,MoO4,Mo,0.2,2.16,1.45,6.0,
mp-1180197,MoO5,Mo,0.1667,2.16,1.45,6.0,
mp-796331,MoO5,Mo,0.1667,2.16,1.45,6.0,
mp-1206688,Sn2O,Sn,0.6667,1.96,1.45,4.0,
mp-1046850,Sn2O3,Sn,0.4,1.96,1.45,4.0,
mp-1104544,Sn3O4,Sn,0.4286,1.96,1.45,4.0,
mp-1179450,Sn3O4,Sn,0.4286,1.96,1.45,4.0,
mp-1219002,Sn3O8,Sn,0.2727,1.96,1.45,4.0,
mp-978114,Sn5O6,Sn,0.4545,1.96,1.45,4.0,
mp-1045856,Sn5O7,Sn,0.4167,1.96,1.45,4.0,
mp-1065811,SnO,Sn,0.5,1.96,1.45,4.0,
mp-1078644,SnO,Sn,0.5,1.96,1.45,4.0,
mp-1245076,SnO,Sn,0.5,1.96,1.45,4.0,
mp-1245115,SnO,Sn,0.5,1.96,1.45,4.0,
mp-1245133,SnO,Sn,0.5,1.96,1.45,4.0,
mp-1245329,SnO,Sn,0.5,1.96,1.45,4.0,
mp-2097,SnO,Sn,0.5,1.96,1.45,4.0,
mp-545552,SnO,Sn,0.5,1.96,1.45,4.0,
mp-545820,SnO,Sn,0.5,1.96,1.45,4.0,
mp-999142,SnO,Sn,0.5,1.96,1.45,4.0,
mp-1041584,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1041984,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1044721,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1047381,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1244894,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1244935,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1244941,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1245027,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1245116,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1245126,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1245178,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1245203,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1245282,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-12978,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-12979,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1352191,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1356217,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1359814,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1374892,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1384340,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1390618,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1392145,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-1401382,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-550172,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-555487,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-560417,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-562610,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-697,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-755071,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-856,SnO2,Sn,0.3333,1.96,1.45,4.0,
mp-27732,W10O29,W,0.2564,2.36,1.35,6.0,
mp-1191069,W11O12,W,0.4783,2.36,1.35,6.0,
mp-1179615,W17O47,W,0.2656,2.36,1.35,6.0,
mp-1179617,W17O47,W,0.2656,2.36,1.35,6.0,
mp-1197770,W17O47,W,0.2656,2.36,1.35,6.0,
mp-907,W18O49,W,0.2687,2.36,1.35,6.0,
mp-649605,W25O73,W,0.2551,2.36,1.35,6.0,
mp-1372094,W2O3,W,0.4,2.36,1.35,6.0,
mp-1043494,W2O5,W,0.2857,2.36,1.35,6.0,
mp-1216302,W2O5,W,0.2857,2.36,1.35,6.0,
mp-1392923,W2O5,W,0.2857,2.36,1.35,6.0,
mp-1394209,W2O5,W,0.2857,2.36,1.35,6.0,
mp-1178760,W2O7,W,0.2222,2.36,1.35,6.0,
mp-825919,W2O7,W,0.2222,2.36,1.35,6.0,
mp-21369,W3O,W,0.75,2.36,1.35,6.0,
mp-826017,W3O10,W,0.2308,2.36,1.35,6.0,
mp-826025,W3O10,W,0.2308,2.36,1.35,6.0,
mp-1044534,W3O7,W,0.3,2.36,1.35,6.0,
mp-1041679,W3O8,W,0.2727,2.36,1.35,6.0,
mp-1042656,W3O8,W,0.2727,2.36,1.35,6.0,
mp-1042978,W3O8,W,0.2727,2.36,1.35,6.0,
mp-1404844,W3O8,W,0.2727,2.36,1.35,6.0,
mp-19066,W3O8,W,0.2727,2.36,1.35,6.0,
mp-555619,W3O8,W,0.2727,2.36,1.35,6.0,
mp-715557,W3O8,W,0.2727,2.36,1.35,6.0,
mp-1048022,W4O9,W,0.3077,2.36,1.35,6.0,
mp-705284,W5O14,W,0.2632,2.36,1.35,6.0,
mp-1345171,W5O7,W,0.4167,2.36,1.35,6.0,
mp-560362,W8O21,W,0.2759,2.36,1.35,6.0,
mp-1342882,W9O13,W,0.4091,2.36,1.35,6.0,
mp-1040834,WO2,W,0.3333,2.36,1.35,6.0,
mp-1041282,WO2,W,0.3333,2.36,1.35,6.0,
mp-1042291,WO2,W,0.3333,2.36,1.35,6.0,
mp-1047232,WO2,W,0.3333,2.36,1.35,6.0,
mp-1047616,WO2,W,0.3333,2.36,1.35,6.0,
mp-1244880,WO2,W,0.3333,2.36,1.35,6.0,
mp-1245020,WO2,W,0.3333,2.36,1.35,6.0,
mp-1245077,WO2,W,0.3333,2.36,1.35,6.0,
mp-1245102,WO2,W,0.3333,2.36,1.35,6.0,
mp-1245227,WO2,W,0.3333,2.36,1.35,6.0,
mp-1245271,WO2,W,0.3333,2.36,1.35,6.0,
mp-1350563,WO2,W,0.3333,2.36,1.35,6.0,
mp-1380432,WO2,W,0.3333,2.36,1.35,6.0,
mp-1403606,WO2,W,0.3333,2.36,1.35,6.0,
mp-1445593,WO2,W,0.3333,2.36,1.35,6.0,
mp-1524394,WO2,W,0.3333,2.36,1.35,6.0,
mp-19372,WO2,W,0.3333,2.36,1.35,6.0,
mp-25375,WO2,W,0.3333,2.36,1.35,6.0,
mp-504110,WO2,W,0.3333,2.36,1.35,6.0,
mp-616585,WO2,W,0.3333,2.36,1.35,6.0,
mp-1172828,WO3,W,0.25,2.36,1.35,6.0,
mp-1191364,WO3,W,0.25,2.36,1.35,6.0,
mp-1197857,WO3,W,0.25,2.36,1.35,6.0,
mp-1244906,WO3,W,0.25,2.36,1.35,6.0,
mp-1244929,WO3,W,0.25,2.36,1.35,6.0,
mp-1245182,WO3,W,0.25,2.36,1.35,6.0,
mp-1245267,WO3,W,0.25,2.36,1.35,6.0,
mp-1245268,WO3,W,0.25,2.36,1.35,6.0,
mp-1330336,WO3,W,0.25,2.36,1.35,6.0,
mp-1386422,WO3,W,0.25,2.36,1.35,6.0,
mp-1396391,WO3,W,0.25,2.36,1.35,6.0,
mp-1408708,WO3,W,0.25,2.36,1.35,6.0,
mp-18773,WO3,W,0.25,2.36,1.35,6.0,
mp-19033,WO3,W,0.25,2.36,1.35,6.0,
mp-19342,WO3,W,0.25,2.36,1.35,6.0,
mp-19390,WO3,W,0.25,2.36,1.35,6.0,
mp-19443,WO3,W,0.25,2.36,1.35,6.0,
mp-2235359,WO3,W,0.25,2.36,1.35,6.0,
mp-2285488,WO3,W,0.25,2.36,1.35,6.0,
mp-2383052,WO3,W,0.25,2.36,1.35,6.0,
mp-2383161,WO3,W,0.25,2.36,1.35,6.0,
mp-2486616,WO3,W,0.25,2.36,1.35,6.0,
mp-2526683,WO3,W,0.25,2.36,1.35,6.0,
mp-2928451,WO3,W,0.25,2.36,1.35,6.0,
mp-32662,WO3,W,0.25,2.36,1.35,6.0,
mp-32777,WO3,W,0.25,2.36,1.35,6.0,
mp-510417,WO3,W,0.25,2.36,1.35,6.0,
mp-545665,WO3,W,0.25,2.36,1.35,6.0,
mp-553964,WO3,W,0.25,2.36,1.35,6.0,
mp-559122,WO3,W,0.25,2.36,1.35,6.0,
mp-566278,WO3,W,0.25,2.36,1.35,6.0,
mp-619461,WO3,W,0.25,2.36,1.35,6.0,
mp-636148,WO3,W,0.25,2.36,1.35,6.0,
mp-636284,WO3,W,0.25,2.36,1.35,6.0,
mp-675211,WO3,W,0.25,2.36,1.35,6.0,
mp-690346,WO3,W,0.25,2.36,1.35,6.0,
mp-715923,WO3,W,0.25,2.36,1.35,6.0,
mp-733506,WO3,W,0.25,2.36,1.35,6.0,
mp-756478,WO3,W,0.25,2.36,1.35,6.0,
mp-825726,WO3,W,0.25,2.36,1.35,6.0,
mp-826026,WO3,W,0.25,2.36,1.35,6.0,
mp-1201934,WO4,W,0.2,2.36,1.35,6.0,
mp-1095323,WO5,W,0.1667,2.36,1.35,6.0,
mp-1178865,WO5,W,0.1667,2.36,1.35,6.0,
mp-731362,WO5,W,0.1667,2.36,1.35,6.0,
mp-796339,WO5,W,0.1667,2.36,1.35,6.0,
mp-1229215,Al11O18,Al,0.3793,1.61,1.25,3.0,
mp-1245110,Al2O,Al,0.6667,1.61,1.25,3.0,
mp-1245215,Al2O,Al,0.6667,1.61,1.25,3.0,
mp-8022,Al2O,Al,0.6667,1.61,1.25,3.0,
mp-1105018,Al2O3,Al,0.4,1.61,1.25,3.0,-2.555878
mp-1143,Al2O3,Al,0.4,1.61,1.25,3.0,-3.426551
mp-1182923,Al2O3,Al,0.4,1.61,1.25,3.0,-3.33063
mp-1228448,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244868,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244874,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244878,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244887,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244892,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244898,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244909,Al2O3,Al,0.4,1.61,1.25,3.0,-3.255089
mp-1244918,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244928,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244930,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244937,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244940,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244947,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244954,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244967,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244970,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244981,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244982,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244992,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244994,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1244997,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245008,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245023,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245024,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245036,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245037,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245043,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245052,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245055,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245056,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245063,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245065,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245080,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245081,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245104,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245111,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245173,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245183,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245191,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245196,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245211,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245234,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245237,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245251,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245254,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245262,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245265,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245279,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245323,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1247839,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1247845,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1247846,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1247880,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1247896,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1247899,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1247914,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1359927,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1938,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-2254,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-2352722,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-2637304,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-32570,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-32591,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-638765,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-642363,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-684591,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-684677,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-684713,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-684990,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-685036,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-7048,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-723985,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-752826,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-754401,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-754531,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-754624,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-754812,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-755066,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-755175,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-755483,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-759943,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-776475,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-776490,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-782035,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-985587,Al2O3,Al,0.4,1.61,1.25,3.0,
mp-1245113,Al38O21,Al,0.6441,1.61,1.25,3.0,
mp-1245250,Al38O21,Al,0.6441,1.61,1.25,3.0,
mp-1182893,Al5O8,Al,0.3846,1.61,1.25,3.0,
mp-1228138,Al5O8,Al,0.3846,1.61,1.25,3.0,
mp-1244893,Al8O3,Al,0.7273,1.61,1.25,3.0,
mp-8023,AlO,Al,0.5,1.61,1.25,3.0,-1.552116
mp-1096799,AlO2,Al,0.3333,1.61,1.25,3.0,-2.560203
mp-1182858,AlO2,Al,0.3333,1.61,1.25,3.0,
mp-1182869,AlO2,Al,0.3333,1.61,1.25,3.0,
mp-1182900,AlO2,Al,0.3333,1.61,1.25,3.0,
mp-734251,AlO2,Al,0.3333,1.61,1.25,3.0,
mp-1182868,AlO3,Al,0.25,1.61,1.25,3.0,
mp-1182877,AlO3,Al,0.25,1.61,1.25,3.0,
mp-1182886,AlO3,Al,0.25,1.61,1.25,3.0,
mp-1182887,AlO3,Al,0.25,1.61,1.25,3.0,
mp-1182911,AlO3,Al,0.25,1.61,1.25,3.0,
mp-1182915,AlO3,Al,0.25,1.61,1.25,3.0,
mp-1205393,AlO3,Al,0.25,1.61,1.25,3.0,
mp-1253219,AlO3,Al,0.25,1.61,1.25,3.0,
mp-2646975,AlO3,Al,0.25,1.61,1.25,3.0,
mp-35200,AlO3,Al,0.25,1.61,1.25,3.0,
mp-1009127,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1009129,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1065577,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1101930,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1180312,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1180973,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1190533,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1190649,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1191789,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1192043,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1192189,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1244962,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1245039,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1245045,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1245128,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1245143,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1245157,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1245195,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1245232,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1265,MgO,Mg,0.5,1.31,1.5,2.0,
mp-549706,MgO,Mg,0.5,1.31,1.5,2.0,
mp-775808,MgO,Mg,0.5,1.31,1.5,2.0,
mp-776911,MgO,Mg,0.5,1.31,1.5,2.0,
mp-1096803,MgO2,Mg,0.3333,1.31,1.5,2.0,-1.485111
mp-1180260,MgO2,Mg,0.3333,1.31,1.5,2.0,
mp-1180271,MgO2,Mg,0.3333,1.31,1.5,2.0,
mp-1245393,MgO2,Mg,0.3333,1.31,1.5,2.0,
mp-2589,MgO2,Mg,0.3333,1.31,1.5,2.0,
mp-1120811,Ca2O3,Ca,0.4,1,1.8,2.0,
mp-1064492,CaO,Ca,0.5,1,1.8,2.0,
mp-1079707,CaO,Ca,0.5,1,1.8,2.0,
mp-1181903,CaO,Ca,0.5,1,1.8,2.0,
mp-1244902,CaO,Ca,0.5,1,1.8,2.0,
mp-1245200,CaO,Ca,0.5,1,1.8,2.0,
mp-1245305,CaO,Ca,0.5,1,1.8,2.0,
mp-2605,CaO,Ca,0.5,1,1.8,2.0,
mp-545512,CaO,Ca,0.5,1,1.8,2.0,
mp-1182183,CaO10,Ca,0.0909,1,1.8,2.0,
mp-1182382,CaO10,Ca,0.0909,1,1.8,2.0,
mp-1062228,CaO2,Ca,0.3333,1,1.8,2.0,
mp-1095665,CaO2,Ca,0.3333,1,1.8,2.0,
mp-1181909,CaO2,Ca,0.3333,1,1.8,2.0,
mp-634859,CaO2,Ca,0.3333,1,1.8,2.0,
