x_fraction,mean_eneg,mean_radius,max_oxid,formation_energy_per_atom
0.3333,1.83,1.4,3.0,
0.3333,1.83,1.4,3.0,
0.3333,1.83,1.4,3.0,
0.3333,1.83,1.4,3.0,
0.3333,1.83,1.4,3.0,
0.3333,1.83,1.4,3.0,
0.3333,1.83,1.4,3.0,
0.3333,1.83,1.4,3.0,
0.25,1.83,1.4,3.0,
0.3488,1.88,1.35,3.0,
0.3443,1.88,1.35,3.0,
0.4182,1.88,1.35,3.0,
0.4182,1.88,1.35,3.0,
0.4203,1.88,1.35,3.0,
0.4,1.88,1.35,3.0,
0.4286,1.88,1.35,3.0,
0.4286,1.88,1.35,3.0,
0.4286,1.88,1.35,3.0,
0.4286,1.88,1.35,3.0,
0.4167,1.88,1.35,3.0,
0.3846,1.88,1.35,3.0,
0.3684,1.88,1.35,3.0,
0.3684,1.88,1.35,3.0,
0.4091,1.88,1.35,3.0,
0.5,1.88,1.35,3.0,
0.5,1.88,1.35,3.0,
0.5,1.88,1.35,3.0,
0.5,1.88,1.35,3.0,
0.5,1.88,1.35,3.0,
0.5,1.88,1.35,3.0,
0.5,1.88,1.35,3.0,
0.5,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.3333,1.88,1.35,3.0,
0.2,1.88,1.35,3.0,
0.4839,1.91,1.35,2.0,
0.4839,1.91,1.35,2.0,
0.4839,1.91,1.35,2.0,
0.4,1.91,1.35,2.0,
0.4,1.91,1.35,2.0,
0.2857,1.91,1.35,2.0,
0.4286,1.91,1.35,2.0,
0.4286,1.91,1.35,2.0,
0.8,1.91,1.35,2.0,
0.5714,1.91,1.35,2.0,
0.3125,1.91,1.35,2.0,
0.5556,1.91,1.35,2.0,
0.5556,1.91,1.35,2.0,
0.4545,1.91,1.35,2.0,
0.4167,1.91,1.35,2.0,
0.4615,1.91,1.35,2.0,
0.4737,1.91,1.35,2.0,
0.4091,1.91,1.35,2.0,
0.5,1.91,1.35,2.0,
0.5,1.91,1.35,2.0,
0.3333,1.91,1.35,2.0,
0.3333,1.91,1.35,2.0,
0.3333,1.91,1.35,2.0,
0.3333,1.91,1.35,2.0,
0.3333,1.91,1.35,2.0,
0.3333,1.91,1.35,2.0,
0.3333,1.91,1.35,2.0,
0.3333,1.91,1.35,2.0,
0.3333,1.91,1.35,2.0,
0.3333,1.91,1.35,2.0,
0.3333,1.91,1.35,2.0,
0.3333,1.91,1.35,2.0,
0.3333,1.91,1.35,2.0,
0.3333,1.91,1.35,2.0,
0.3333,1.91,1.35,2.0,
0.25,1.91,1.35,2.0,
0.6667,1.9,1.35,2.0,
0.4,1.9,1.35,2.0,
0.4,1.9,1.35,2.0,
0.4,1.9,1.35,2.0,
0.4,1.9,1.35,2.0,
0.4,1.9,1.35,2.0,
0.6,1.9,1.35,2.0,
0.4286,1.9,1.35,2.0,
0.4286,1.9,1.35,2.0,
0.5714,1.9,1.35,2.0,
0.5714,1.9,1.35,2.0,
0.4167,1.9,1.35,2.0,
0.9846,1.9,1.35,2.0,
0.8571,1.9,1.35,2.0,
0.8889,1.9,1.35,2.0,
0.8889,1.9,1.35,2.0,
0.5333,1.9,1.35,2.0,
0.5333,1.9,1.35,2.0,
0.5333,1.9,1.35,2.0,
0.4091,1.9,1.35,2.0,
0.5,1.9,1.35,2.0,
0.5,1.9,1.35,2.0,
0.5,1.9,1.35,2.0,
0.5,1.9,1.35,2.0,
0.5,1.9,1.35,2.0,
0.5,1.9,1.35,2.0,
0.5,1.9,1.35,2.0,
0.5,1.9,1.35,2.0,
0.5,1.9,1.35,2.0,
0.3333,1.9,1.35,2.0,
0.3333,1.9,1.35,2.0,
0.3333,1.9,1.35,2.0,
0.3333,1.9,1.35,2.0,
0.3333,1.9,1.35,2.0,
0.3333,1.9,1.35,2.0,
0.3333,1.9,1.35,2.0,
0.3333,1.9,1.35,2.0,
0.3333,1.9,1.35,2.0,
0.5,1.65,1.35,2.0,
0.5,1.65,1.35,2.0,
0.5,1.65,1.35,2.0,
0.5,1.65,1.35,2.0,
0.5,1.65,1.35,2.0,
0.5,1.65,1.35,2.0,
0.5,1.65,1.35,2.0,
0.5,1.65,1.35,2.0,
0.5,1.65,1.35,2.0,
0.5,1.65,1.35,2.0,
0.5,1.65,1.35,2.0,
0.5,1.65,1.35,2.0,
0.3333,1.65,1.35,2.0,
0.3333,1.65,1.35,2.0,
0.3333,1.65,1.35,2.0,
0.3333,1.65,1.35,2.0,
0.3333,1.65,1.35,2.0,
0.3333,1.65,1.35,2.0,
0.4,1.81,1.3,3.0,
0.4,1.81,1.3,3.0,
0.4,1.81,1.3,3.0,
0.4,1.81,1.3,3.0,
0.4,1.81,1.3,3.0,
0.4,1.81,1.3,3.0,
0.4,1.81,1.3,3.0,
0.4,1.81,1.3,3.0,
0.4,1.81,1.3,3.0,
0.4,1.81,1.3,3.0,
0.375,1.81,1.3,3.0,
0.4444,1.81,1.3,3.0,
0.5,1.81,1.3,3.0,
0.3333,1.81,1.3,3.0,
0.3333,1.81,1.3,3.0,
0.25,1.81,1.3,3.0,
0.1667,1.81,1.3,3.0,
0.4,2.01,1.25,4.0,-1.486897
0.75,2.01,1.25,4.0,
0.3125,2.01,1.25,4.0,
0.3043,2.01,1.25,4.0,
0.2333,2.01,1.25,4.0,
0.3333,2.01,1.25,4.0,
0.3333,2.01,1.25,4.0,
0.3333,2.01,1.25,4.0,
0.3333,2.01,1.25,4.0,
0.3333,2.01,1.25,4.0,
0.3333,2.01,1.25,4.0,
0.3333,2.01,1.25,4.0,
0.3333,2.01,1.25,4.0,
0.3333,2.01,1.25,4.0,
0.322,1.33,1.55,4.0,
0.3553,1.33,1.55,4.0,
0.6667,1.33,1.55,4.0,
0.6667,1.33,1.55,4.0,
0.75,1.33,1.55,4.0,
0.75,1.33,1.55,4.0,
0.75,1.33,1.55,4.0,
0.8,1.33,1.55,4.0,
0.3529,1.33,1.55,4.0,
0.5,1.33,1.55,4.0,
0.5,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.3333,1.33,1.55,4.0,
0.2927,1.6,1.45,5.0,
0.2927,1.6,1.45,5.0,
0.4,1.6,1.45,5.0,-2.572572
0.2857,1.6,1.45,5.0,
0.2857,1.6,1.45,5.0,
0.2857,1.6,1.45,5.0,
0.2857,1.6,1.45,5.0,
0.2857,1.6,1.45,5.0,
0.2857,1.6,1.45,5.0,
0.2857,1.6,1.45,5.0,
0.2857,1.6,1.45,5.0,
0.2857,1.6,1.45,5.0,
0.2857,1.6,1.45,5.0,
0.2857,1.6,1.45,5.0,
0.4444,1.6,1.45,5.0,
0.3077,1.6,1.45,5.0,
0.5,1.6,1.45,5.0,
0.5,1.6,1.45,5.0,
0.5,1.6,1.45,5.0,
0.3333,1.6,1.45,5.0,
0.3333,1.6,1.45,5.0,
0.3333,1.6,1.45,5.0,
0.3333,1.6,1.45,5.0,
0.3333,1.6,1.45,5.0,
0.3333,1.6,1.45,5.0,
0.3333,1.6,1.45,5.0,
0.3333,1.6,1.45,5.0,
0.3333,1.6,1.45,5.0,
0.3333,1.6,1.45,5.0,
0.3333,1.6,1.45,5.0,
0.25,1.6,1.45,5.0,-2.459405
0.25,1.6,1.45,5.0,
0.25,1.6,1.45,5.0,
0.2826,2.16,1.45,6.0,
0.2656,2.16,1.45,6.0,
0.6667,2.16,1.45,6.0,
0.4,2.16,1.45,6.0,
0.2857,2.16,1.45,6.0,
0.2857,2.16,1.45,6.0,
0.2857,2.16,1.45,6.0,
0.2222,2.16,1.45,6.0,
0.2308,2.16,1.45,6.0,
0.2308,2.16,1.45,6.0,
0.3,2.16,1.45,6.0,
0.2727,2.16,1.45,6.0,
0.2727,2.16,1.45,6.0,
0.2727,2.16,1.45,6.0,
0.2727,2.16,1.45,6.0,
0.2727,2.16,1.45,6.0,
0.2667,2.16,1.45,6.0,
0.2667,2.16,1.45,6.0,
0.2667,2.16,1.45,6.0,
0.4444,2.16,1.45,6.0,
0.3077,2.16,1.45,6.0,
0.2632,2.16,1.45,6.0,
0.2632,2.16,1.45,6.0,
0.2581,2.16,1.45,6.0,
0.2581,2.16,1.45,6.0,
0.2581,2.16,1.45,6.0,
0.2647,2.16,1.45,6.0,
0.2571,2.16,1.45,6.0,
0.2571,2.16,1.45,6.0,
0.2571,2.16,1.45,6.0,
0.3333,2.16,1.45,6.0,
0.3333,2.16,1.45,6.0,
0.3333,2.16,1.45,6.0,
0.3333,2.16,1.45,6.0,
0.3333,2.16,1.45,6.0,
0.3333,2.16,1.45,6.0,
0.3333,2.16,1.45,6.0,
0.3333,2.16,1.45,6.0,
0.3333,2.16,1.45,6.0,
0.3333,2.16,1.45,6.0,
0.3333,2.16,1.45,6.0,
0.3333,2.16,1.45,6.0,
0.3333,2.16,1.45,6.0,
0.3333,2.16,1.45,6.0,
0.3333,2.16,1.45,6.0,
0.3333,2.16,1.45,6.0,
0.3333,2.16,1.45,6.0,
0.3333,2.16,1.45,6.0,
0.25,2.16,1.45,6.0,
0.25,2.16,1.45,6.0,
0.25,2.16,1.45,6.0,
0.25,2.16,1.45,6.0,
0.25,2.16,1.45,6.0,
0.25,2.16,1.45,6.0,
0.25,2.16,1.45,6.0,
0.25,2.16,1.45,6.0,
0.25,2.16,1.45,6.0,
0.25,2.16,1.45,6.0,
0.25,2.16,1.45,6.0,
0.25,2.16,1.45,6.0,
0.25,2.16,1.45,6.0,
0.25,2.16,1.45,6.0,
0.25,2.16,1.45,6.0,
0.25,2.16,1.45,6.0,
0.25,2.16,1.45,6.0,
0.2,2.16,1.45,6.0,
0.2,2.16,1.45,6.0,
0.2,2.16,1.45,6.0,
0.2,2.16,1.45,6.0,
0.1667,2.16,1.45,6.0,
0.1667,2.16,1.45,6.0,
0.6667,1.96,1.45,4.0,
0.4,1.96,1.45,4.0,
0.4286,1.96,1.45,4.0,
0.4286,1.96,1.45,4.0,
0.2727,1.96,1.45,4.0,
0.4545,1.96,1.45,4.0,
0.4167,1.96,1.45,4.0,
0.5,1.96,1.45,4.0,
0.5,1.96,1.45,4.0,
0.5,1.96,1.45,4.0,
0.5,1.96,1.45,4.0,
0.5,1.96,1.45,4.0,
0.5,1.96,1.45,4.0,
0.5,1.96,1.45,4.0,
0.5,1.96,1.45,4.0,
0.5,1.96,1.45,4.0,
0.5,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.3333,1.96,1.45,4.0,
0.2564,2.36,1.35,6.0,
0.4783,2.36,1.35,6.0,
0.2656,2.36,1.35,6.0,
0.2656,2.36,1.35,6.0,
0.2656,2.36,1.35,6.0,
0.2687,2.36,1.35,6.0,
0.2551,2.36,1.35,6.0,
0.4,2.36,1.35,6.0,
0.2857,2.36,1.35,6.0,
0.2857,2.36,1.35,6.0,
0.2857,2.36,1.35,6.0,
0.2857,2.36,1.35,6.0,
0.2222,2.36,1.35,6.0,
0.2222,2.36,1.35,6.0,
0.75,2.36,1.35,6.0,
0.2308,2.36,1.35,6.0,
0.2308,2.36,1.35,6.0,
0.3,2.36,1.35,6.0,
0.2727,2.36,1.35,6.0,
0.2727,2.36,1.35,6.0,
0.2727,2.36,1.35,6.0,
0.2727,2.36,1.35,6.0,
0.2727,2.36,1.35,6.0,
0.2727,2.36,1.35,6.0,
0.2727,2.36,1.35,6.0,
0.3077,2.36,1.35,6.0,
0.2632,2.36,1.35,6.0,
0.4167,2.36,1.35,6.0,
0.2759,2.36,1.35,6.0,
0.4091,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.3333,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.25,2.36,1.35,6.0,
0.2,2.36,1.35,6.0,
0.1667,2.36,1.35,6.0,
0.1667,2.36,1.35,6.0,
0.1667,2.36,1.35,6.0,
0.1667,2.36,1.35,6.0,
0.3793,1.61,1.25,3.0,
0.6667,1.61,1.25,3.0,
0.6667,1.61,1.25,3.0,
0.6667,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,-2.555878
0.4,1.61,1.25,3.0,-3.426551
0.4,1.61,1.25,3.0,-3.33063
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,-3.255089
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.4,1.61,1.25,3.0,
0.6441,1.61,1.25,3.0,
0.6441,1.61,1.25,3.0,
0.3846,1.61,1.25,3.0,
0.3846,1.61,1.25,3.0,
0.7273,1.61,1.25,3.0,
0.5,1.61,1.25,3.0,-1.552116
0.3333,1.61,1.25,3.0,-2.560203
0.3333,1.61,1.25,3.0,
0.3333,1.61,1.25,3.0,
0.3333,1.61,1.25,3.0,
0.3333,1.61,1.25,3.0,
0.25,1.61,1.25,3.0,
0.25,1.61,1.25,3.0,
0.25,1.61,1.25,3.0,
0.25,1.61,1.25,3.0,
0.25,1.61,1.25,3.0,
0.25,1.61,1.25,3.0,
0.25,1.61,1.25,3.0,
0.25,1.61,1.25,3.0,
0.25,1.61,1.25,3.0,
0.25,1.61,1.25,3.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.5,1.31,1.5,2.0,
0.3333,1.31,1.5,2.0,-1.485111
0.3333,1.31,1.5,2.0,
0.3333,1.31,1.5,2.0,
0.3333,1.31,1.5,2.0,
0.3333,1.31,1.5,2.0,
0.4,1,1.8,2.0,
0.5,1,1.8,2.0,
0.5,1,1.8,2.0,
0.5,1,1.8,2.0,
0.5,1,1.8,2.0,
0.5,1,1.8,2.0,
0.5,1,1.8,2.0,
0.5,1,1.8,2.0,
0.5,1,1.8,2.0,
0.0909,1,1.8,2.0,
0.0909,1,1.8,2.0,
0.3333,1,1.8,2.0,
0.3333,1,1.8,2.0,
0.3333,1,1.8,2.0,
0.3333,1,1.8,2.0,
